"workerid","domain","condition","item","lowers","uppers","responses"
"162","age","posterior","New Yorker",35,40,0.31
"162","age","posterior","New Yorker",40,45,0.35
"162","age","posterior","New Yorker",45,50,0.43
"162","age","posterior","New Yorker",50,55,0.53
"162","age","posterior","New Yorker",55,60,0.56
"162","age","posterior","New Yorker",60,65,0.65
"162","age","posterior","New Yorker",65,70,0.66
"162","age","posterior","New Yorker",70,75,0.6
"162","age","posterior","New Yorker",75,80,0.46
"162","age","posterior","New Yorker",80,85,0.35
"162","age","posterior","New Yorker",85,NA,0.22
"163","age","prior","New Yorker",0,5,0.23
"163","age","prior","New Yorker",5,10,0.32
"163","age","prior","New Yorker",10,15,0.4
"163","age","prior","New Yorker",15,20,0.56
"163","age","prior","New Yorker",20,25,0.85
"163","age","prior","New Yorker",25,30,0.85
"163","age","prior","New Yorker",30,35,0.85
"163","age","prior","New Yorker",35,40,0.74
"163","age","prior","New Yorker",40,45,0.6
"163","age","prior","New Yorker",45,50,0.58
"163","age","prior","New Yorker",50,55,0.67
"163","age","prior","New Yorker",55,60,0.44
"163","age","prior","New Yorker",60,65,0.28
"163","age","prior","New Yorker",65,70,0.09
"163","age","prior","New Yorker",70,75,0.05
"163","age","prior","New Yorker",75,80,0
"163","age","prior","New Yorker",80,85,0
"163","age","prior","New Yorker",85,NA,0
"164","age","posterior","college student",0,5,0
"164","age","posterior","college student",5,10,0
"164","age","posterior","college student",10,15,0
"164","age","posterior","college student",15,20,0
"164","age","posterior","college student",20,25,0
"164","age","posterior","college student",25,30,0
"164","age","posterior","college student",30,35,0
"164","age","posterior","college student",35,40,0.11
"164","age","posterior","college student",40,45,0.22
"164","age","posterior","college student",45,50,0.41
"164","age","posterior","college student",50,55,0.49
"164","age","posterior","college student",55,60,0.69
"164","age","posterior","college student",60,65,0.73
"164","age","posterior","college student",65,70,0.61
"164","age","posterior","college student",70,75,0.36
"164","age","posterior","college student",75,80,0
"164","age","posterior","college student",80,85,0
"164","age","posterior","college student",85,NA,0
"165","age","prior","New Yorker",0,5,0.38
"165","age","prior","New Yorker",5,10,0.44
"165","age","prior","New Yorker",10,15,0.52
"165","age","prior","New Yorker",15,20,0.65
"165","age","prior","New Yorker",20,25,0.71
"165","age","prior","New Yorker",25,30,0.7
"165","age","prior","New Yorker",30,35,0.6
"165","age","prior","New Yorker",35,40,0.6
"165","age","prior","New Yorker",40,45,0.59
"165","age","prior","New Yorker",45,50,0.58
"165","age","prior","New Yorker",50,55,0.56
"165","age","prior","New Yorker",55,60,0.59
"165","age","prior","New Yorker",60,65,0.53
"165","age","prior","New Yorker",65,70,0.45
"165","age","prior","New Yorker",70,75,0.38
"165","age","prior","New Yorker",75,80,0.31
"165","age","prior","New Yorker",80,85,0.17
"165","age","prior","New Yorker",85,NA,0.09
"166","age","posterior","New Yorker",0,5,0
"166","age","posterior","New Yorker",5,10,0
"166","age","posterior","New Yorker",10,15,0
"166","age","posterior","New Yorker",15,20,0
"166","age","posterior","New Yorker",20,25,0
"166","age","posterior","New Yorker",25,30,0.11
"166","age","posterior","New Yorker",30,35,0.18
"166","age","posterior","New Yorker",35,40,0.18
"166","age","posterior","New Yorker",40,45,0.21
"166","age","posterior","New Yorker",45,50,0.3
"166","age","posterior","New Yorker",50,55,0.34
"166","age","posterior","New Yorker",55,60,0.5
"166","age","posterior","New Yorker",60,65,0.53
"166","age","posterior","New Yorker",65,70,0.55
"166","age","posterior","New Yorker",70,75,0.72
"166","age","posterior","New Yorker",75,80,0.89
"166","age","posterior","New Yorker",80,85,0.99
"166","age","posterior","New Yorker",85,NA,0.98
"167","age","posterior","New Yorker",0,5,0
"167","age","posterior","New Yorker",5,10,0
"167","age","posterior","New Yorker",10,15,0.01
"167","age","posterior","New Yorker",15,20,0
"167","age","posterior","New Yorker",20,25,0
"167","age","posterior","New Yorker",25,30,0
"167","age","posterior","New Yorker",30,35,0
"167","age","posterior","New Yorker",35,40,0.17
"167","age","posterior","New Yorker",40,45,0.15
"167","age","posterior","New Yorker",45,50,0.16
"167","age","posterior","New Yorker",50,55,0.45
"167","age","posterior","New Yorker",55,60,0.5
"167","age","posterior","New Yorker",60,65,0.67
"167","age","posterior","New Yorker",65,70,0.8
"167","age","posterior","New Yorker",70,75,0.82
"167","age","posterior","New Yorker",75,80,0.81
"167","age","posterior","New Yorker",80,85,0.63
"167","age","posterior","New Yorker",85,NA,0.57
"168","age","prior","new parent",0,5,0.02
"168","age","prior","new parent",5,10,0
"168","age","prior","new parent",10,15,0
"168","age","prior","new parent",15,20,0.71
"168","age","prior","new parent",20,25,0.96
"168","age","prior","new parent",25,30,0.95
"168","age","prior","new parent",30,35,0.8
"168","age","prior","new parent",35,40,0.61
"168","age","prior","new parent",40,45,0.37
"168","age","prior","new parent",45,50,0.21
"168","age","prior","new parent",50,55,0.02
"168","age","prior","new parent",55,60,0.02
"168","age","prior","new parent",60,65,0.04
"168","age","prior","new parent",65,70,0.03
"168","age","prior","new parent",70,75,0.03
"168","age","prior","new parent",75,80,0.05
"168","age","prior","new parent",80,85,0.04
"168","age","prior","new parent",85,NA,0.02
"169","age","prior","college student",0,5,0
"169","age","prior","college student",5,10,0.02
"169","age","prior","college student",10,15,0.06
"169","age","prior","college student",15,20,1
"169","age","prior","college student",20,25,1
"169","age","prior","college student",25,30,0.77
"169","age","prior","college student",30,35,0.67
"169","age","prior","college student",35,40,0.54
"169","age","prior","college student",40,45,0.27
"169","age","prior","college student",45,50,0.22
"169","age","prior","college student",50,55,0.18
"169","age","prior","college student",55,60,0.16
"169","age","prior","college student",60,65,0.14
"169","age","prior","college student",65,70,0.1
"169","age","prior","college student",70,75,0.07
"169","age","prior","college student",75,80,0.05
"169","age","prior","college student",80,85,0.02
"169","age","prior","college student",85,NA,0
"170","age","prior","New Yorker",0,5,0.12
"170","age","prior","New Yorker",5,10,0.15
"170","age","prior","New Yorker",10,15,0.25
"170","age","prior","New Yorker",15,20,0.57
"170","age","prior","New Yorker",20,25,0.78
"170","age","prior","New Yorker",25,30,0.65
"170","age","prior","New Yorker",30,35,0.58
"170","age","prior","New Yorker",35,40,0.59
"170","age","prior","New Yorker",40,45,0.58
"170","age","prior","New Yorker",45,50,0.59
"170","age","prior","New Yorker",50,55,0.35
"170","age","prior","New Yorker",55,60,0.35
"170","age","prior","New Yorker",60,65,0.35
"170","age","prior","New Yorker",65,70,0.29
"170","age","prior","New Yorker",70,75,0.29
"170","age","prior","New Yorker",75,80,0.27
"170","age","prior","New Yorker",80,85,0.26
"170","age","prior","New Yorker",85,NA,0.25
"171","age","posterior","New Yorker",0,5,0.04
"171","age","posterior","New Yorker",5,10,0.01
"171","age","posterior","New Yorker",10,15,0.06
"171","age","posterior","New Yorker",15,20,0.18
"171","age","posterior","New Yorker",20,25,0.29
"171","age","posterior","New Yorker",25,30,0.4
"171","age","posterior","New Yorker",30,35,0.54
"171","age","posterior","New Yorker",35,40,0.57
"171","age","posterior","New Yorker",40,45,0.59
"171","age","posterior","New Yorker",45,50,0.69
"171","age","posterior","New Yorker",50,55,0.12
"171","age","posterior","New Yorker",55,60,0.51
"171","age","posterior","New Yorker",60,65,0.43
"171","age","posterior","New Yorker",65,70,0.56
"171","age","posterior","New Yorker",70,75,0.6
"171","age","posterior","New Yorker",75,80,0.57
"171","age","posterior","New Yorker",80,85,0.51
"171","age","posterior","New Yorker",85,NA,0.36
"172","age","prior","college student",0,5,0.02
"172","age","prior","college student",5,10,0
"172","age","prior","college student",10,15,0.01
"172","age","prior","college student",15,20,0.72
"172","age","prior","college student",20,25,0.81
"172","age","prior","college student",25,30,0.39
"172","age","prior","college student",30,35,0.17
"172","age","prior","college student",35,40,0.02
"172","age","prior","college student",40,45,0.02
"172","age","prior","college student",45,50,0.02
"172","age","prior","college student",50,55,0.02
"172","age","prior","college student",55,60,0.02
"172","age","prior","college student",60,65,0.02
"172","age","prior","college student",65,70,0.01
"172","age","prior","college student",70,75,0.02
"172","age","prior","college student",75,80,0.03
"172","age","prior","college student",80,85,0.02
"172","age","prior","college student",85,NA,0.03
"173","age","prior","college student",0,5,0
"173","age","prior","college student",5,10,0
"173","age","prior","college student",10,15,0
"173","age","prior","college student",15,20,0.72
"173","age","prior","college student",20,25,0.96
"173","age","prior","college student",25,30,0.72
"173","age","prior","college student",30,35,0.47
"173","age","prior","college student",35,40,0.46
"173","age","prior","college student",40,45,0.2
"173","age","prior","college student",45,50,0.21
"173","age","prior","college student",50,55,0.26
"173","age","prior","college student",55,60,0
"173","age","prior","college student",60,65,0
"173","age","prior","college student",65,70,0
"173","age","prior","college student",70,75,0
"173","age","prior","college student",75,80,0
"173","age","prior","college student",80,85,0
"173","age","prior","college student",85,NA,0
"174","age","prior","new parent",0,5,0
"174","age","prior","new parent",5,10,0
"174","age","prior","new parent",10,15,0
"174","age","prior","new parent",15,20,0
"174","age","prior","new parent",20,25,1
"174","age","prior","new parent",25,30,0.75
"174","age","prior","new parent",30,35,0.72
"174","age","prior","new parent",35,40,0
"174","age","prior","new parent",40,45,0
"174","age","prior","new parent",45,50,0
"174","age","prior","new parent",50,55,0
"174","age","prior","new parent",55,60,0
"174","age","prior","new parent",60,65,0.01
"174","age","prior","new parent",65,70,0
"174","age","prior","new parent",70,75,0
"174","age","prior","new parent",75,80,0
"174","age","prior","new parent",80,85,0
"174","age","prior","new parent",85,NA,0.03
"175","age","prior","New Yorker",0,5,0.1
"175","age","prior","New Yorker",5,10,0.14
"175","age","prior","New Yorker",10,15,0.43
"175","age","prior","New Yorker",15,20,0.5
"175","age","prior","New Yorker",20,25,0.54
"175","age","prior","New Yorker",25,30,0.59
"175","age","prior","New Yorker",30,35,0.53
"175","age","prior","New Yorker",35,40,0.5
"175","age","prior","New Yorker",40,45,0.48
"175","age","prior","New Yorker",45,50,0.48
"175","age","prior","New Yorker",50,55,0.49
"175","age","prior","New Yorker",55,60,0.36
"175","age","prior","New Yorker",60,65,0.23
"175","age","prior","New Yorker",65,70,0.22
"175","age","prior","New Yorker",70,75,0.18
"175","age","prior","New Yorker",75,80,0.29
"175","age","prior","New Yorker",80,85,0.2
"175","age","prior","New Yorker",85,NA,0.18
"176","age","prior","new parent",0,5,0
"176","age","prior","new parent",5,10,0
"176","age","prior","new parent",10,15,0
"176","age","prior","new parent",15,20,0.12
"176","age","prior","new parent",20,25,0.3
"176","age","prior","new parent",25,30,0.82
"176","age","prior","new parent",30,35,0.77
"176","age","prior","new parent",35,40,0.5
"176","age","prior","new parent",40,45,0.24
"176","age","prior","new parent",45,50,0.05
"176","age","prior","new parent",50,55,0
"176","age","prior","new parent",55,60,0
"176","age","prior","new parent",60,65,0
"176","age","prior","new parent",65,70,0
"176","age","prior","new parent",70,75,0
"176","age","prior","new parent",75,80,0
"176","age","prior","new parent",80,85,0
"176","age","prior","new parent",85,NA,0
"177","age","posterior","New Yorker",0,5,0
"177","age","posterior","New Yorker",5,10,0
"177","age","posterior","New Yorker",10,15,0
"177","age","posterior","New Yorker",15,20,0
"177","age","posterior","New Yorker",20,25,0
"177","age","posterior","New Yorker",25,30,0
"177","age","posterior","New Yorker",30,35,0
"177","age","posterior","New Yorker",35,40,0
"177","age","posterior","New Yorker",40,45,0
"177","age","posterior","New Yorker",45,50,0.34
"177","age","posterior","New Yorker",50,55,0.28
"177","age","posterior","New Yorker",55,60,0.5
"177","age","posterior","New Yorker",60,65,0.68
"177","age","posterior","New Yorker",65,70,0.83
"177","age","posterior","New Yorker",70,75,0.89
"177","age","posterior","New Yorker",75,80,0.91
"177","age","posterior","New Yorker",80,85,1
"177","age","posterior","New Yorker",85,NA,1
"178","age","prior","college student",0,5,0
"178","age","prior","college student",5,10,0
"178","age","prior","college student",10,15,0
"178","age","prior","college student",15,20,0.73
"178","age","prior","college student",20,25,0.92
"178","age","prior","college student",25,30,0.56
"178","age","prior","college student",30,35,0.39
"178","age","prior","college student",35,40,0.19
"178","age","prior","college student",40,45,0.08
"178","age","prior","college student",45,50,0.05
"178","age","prior","college student",50,55,0.06
"178","age","prior","college student",55,60,0.04
"178","age","prior","college student",60,65,0.01
"178","age","prior","college student",65,70,0.01
"178","age","prior","college student",70,75,0
"178","age","prior","college student",75,80,0
"178","age","prior","college student",80,85,0
"178","age","prior","college student",85,NA,0
"179","age","prior","college student",0,5,0
"179","age","prior","college student",5,10,0
"179","age","prior","college student",10,15,0.03
"179","age","prior","college student",15,20,0.62
"179","age","prior","college student",20,25,0.68
"179","age","prior","college student",25,30,0.33
"179","age","prior","college student",30,35,0.15
"179","age","prior","college student",35,40,0.05
"179","age","prior","college student",40,45,0
"179","age","prior","college student",45,50,0
"179","age","prior","college student",50,55,0
"179","age","prior","college student",55,60,0
"179","age","prior","college student",60,65,0
"179","age","prior","college student",65,70,0
"179","age","prior","college student",70,75,0
"179","age","prior","college student",75,80,0
"179","age","prior","college student",80,85,0
"179","age","prior","college student",85,NA,0
"180","age","prior","new parent",0,5,0.04
"180","age","prior","new parent",5,10,0.06
"180","age","prior","new parent",10,15,0.3
"180","age","prior","new parent",15,20,0.37
"180","age","prior","new parent",20,25,0.6
"180","age","prior","new parent",25,30,0.58
"180","age","prior","new parent",30,35,0.88
"180","age","prior","new parent",35,40,0.78
"180","age","prior","new parent",40,45,0.42
"180","age","prior","new parent",45,50,0.5
"180","age","prior","new parent",50,55,0.37
"180","age","prior","new parent",55,60,0.45
"180","age","prior","new parent",60,65,0.25
"180","age","prior","new parent",65,70,0.33
"180","age","prior","new parent",70,75,0.34
"180","age","prior","new parent",75,80,0.2
"180","age","prior","new parent",80,85,0.15
"180","age","prior","new parent",85,NA,0.08
"181","age","posterior","new parent",0,5,0.24
"181","age","posterior","new parent",5,10,0.24
"181","age","posterior","new parent",10,15,0.29
"181","age","posterior","new parent",15,20,0.28
"181","age","posterior","new parent",20,25,0.27
"181","age","posterior","new parent",25,30,0.72
"181","age","posterior","new parent",30,35,0.7
"181","age","posterior","new parent",35,40,0.85
"181","age","posterior","new parent",40,45,0.82
"181","age","posterior","new parent",45,50,0.7
"181","age","posterior","new parent",50,55,0.6
"181","age","posterior","new parent",55,60,0.33
"181","age","posterior","new parent",60,65,0.25
"181","age","posterior","new parent",65,70,0.2
"181","age","posterior","new parent",70,75,0.13
"181","age","posterior","new parent",75,80,0.09
"181","age","posterior","new parent",80,85,0.05
"181","age","posterior","new parent",85,NA,0.02
"182","age","posterior","New Yorker",0,5,0
"182","age","posterior","New Yorker",5,10,0
"182","age","posterior","New Yorker",10,15,0
"182","age","posterior","New Yorker",15,20,0.01
"182","age","posterior","New Yorker",20,25,0.01
"182","age","posterior","New Yorker",25,30,0
"182","age","posterior","New Yorker",30,35,0
"182","age","posterior","New Yorker",35,40,0
"182","age","posterior","New Yorker",40,45,0
"182","age","posterior","New Yorker",45,50,0.6
"182","age","posterior","New Yorker",50,55,0.65
"182","age","posterior","New Yorker",55,60,0.72
"182","age","posterior","New Yorker",60,65,0.71
"182","age","posterior","New Yorker",65,70,0.77
"182","age","posterior","New Yorker",70,75,0.81
"182","age","posterior","New Yorker",75,80,0.83
"182","age","posterior","New Yorker",80,85,0.86
"182","age","posterior","New Yorker",85,NA,0.91
"183","age","prior","New Yorker",0,5,0.85
"183","age","prior","New Yorker",5,10,0.83
"183","age","prior","New Yorker",10,15,0.81
"183","age","prior","New Yorker",15,20,0.86
"183","age","prior","New Yorker",20,25,0.84
"183","age","prior","New Yorker",25,30,0.79
"183","age","prior","New Yorker",30,35,0.8
"183","age","prior","New Yorker",35,40,0.75
"183","age","prior","New Yorker",40,45,0.7
"183","age","prior","New Yorker",45,50,0.64
"183","age","prior","New Yorker",50,55,0.5
"183","age","prior","New Yorker",55,60,0.5
"183","age","prior","New Yorker",60,65,0.5
"183","age","prior","New Yorker",65,70,0.48
"183","age","prior","New Yorker",70,75,0.49
"183","age","prior","New Yorker",75,80,0.34
"183","age","prior","New Yorker",80,85,0.19
"183","age","prior","New Yorker",85,NA,0.08
"184","age","prior","college student",0,5,0
"184","age","prior","college student",5,10,0
"184","age","prior","college student",10,15,0
"184","age","prior","college student",15,20,1
"184","age","prior","college student",20,25,1
"184","age","prior","college student",25,30,0.79
"184","age","prior","college student",30,35,0
"184","age","prior","college student",35,40,0
"184","age","prior","college student",40,45,0
"184","age","prior","college student",45,50,0
"184","age","prior","college student",50,55,0
"184","age","prior","college student",55,60,0
"184","age","prior","college student",60,65,0
"184","age","prior","college student",65,70,0
"184","age","prior","college student",70,75,0
"184","age","prior","college student",75,80,0
"184","age","prior","college student",80,85,0
"184","age","prior","college student",85,NA,0
"185","age","posterior","New Yorker",0,5,0
"185","age","posterior","New Yorker",5,10,0
"185","age","posterior","New Yorker",10,15,0
"185","age","posterior","New Yorker",15,20,0
"185","age","posterior","New Yorker",20,25,0
"185","age","posterior","New Yorker",25,30,0
"185","age","posterior","New Yorker",30,35,0
"185","age","posterior","New Yorker",35,40,0
"185","age","posterior","New Yorker",40,45,0.19
"185","age","posterior","New Yorker",45,50,0.33
"185","age","posterior","New Yorker",50,55,0.44
"185","age","posterior","New Yorker",55,60,0.44
"185","age","posterior","New Yorker",60,65,0.73
"185","age","posterior","New Yorker",65,70,0.73
"185","age","posterior","New Yorker",70,75,0.79
"185","age","posterior","New Yorker",75,80,0.8
"185","age","posterior","New Yorker",80,85,0.77
"185","age","posterior","New Yorker",85,NA,0.79
"186","age","prior","college student",0,5,0
"186","age","prior","college student",5,10,0
"186","age","prior","college student",10,15,0
"186","age","prior","college student",15,20,1
"186","age","prior","college student",20,25,1
"186","age","prior","college student",25,30,0.87
"186","age","prior","college student",30,35,0.74
"186","age","prior","college student",35,40,0.56
"186","age","prior","college student",40,45,0.37
"186","age","prior","college student",45,50,0.2
"186","age","prior","college student",50,55,0.14
"186","age","prior","college student",55,60,0.09
"186","age","prior","college student",60,65,0.04
"186","age","prior","college student",65,70,0
"186","age","prior","college student",70,75,0
"186","age","prior","college student",75,80,0
"186","age","prior","college student",80,85,0
"186","age","prior","college student",85,NA,0
"187","age","posterior","New Yorker",0,5,0
"187","age","posterior","New Yorker",5,10,0
"187","age","posterior","New Yorker",10,15,0.1
"187","age","posterior","New Yorker",15,20,0.17
"187","age","posterior","New Yorker",20,25,0.23
"187","age","posterior","New Yorker",25,30,0.26
"187","age","posterior","New Yorker",30,35,0.31
"187","age","posterior","New Yorker",35,40,0.38
"187","age","posterior","New Yorker",40,45,0.44
"187","age","posterior","New Yorker",45,50,0.49
"187","age","posterior","New Yorker",50,55,0.49
"187","age","posterior","New Yorker",55,60,0.53
"187","age","posterior","New Yorker",60,65,0.56
"187","age","posterior","New Yorker",65,70,0.59
"187","age","posterior","New Yorker",70,75,0.62
"187","age","posterior","New Yorker",75,80,0.64
"187","age","posterior","New Yorker",80,85,0.69
"187","age","posterior","New Yorker",85,NA,0.73
"188","age","prior","New Yorker",0,5,0.07
"188","age","prior","New Yorker",5,10,0.1
"188","age","prior","New Yorker",10,15,0.17
"188","age","prior","New Yorker",15,20,0.23
"188","age","prior","New Yorker",20,25,0.49
"188","age","prior","New Yorker",25,30,0.62
"188","age","prior","New Yorker",30,35,0.68
"188","age","prior","New Yorker",35,40,0.61
"188","age","prior","New Yorker",40,45,0.59
"188","age","prior","New Yorker",45,50,0.52
"188","age","prior","New Yorker",50,55,0.59
"188","age","prior","New Yorker",55,60,0.53
"188","age","prior","New Yorker",60,65,0.43
"188","age","prior","New Yorker",65,70,0.35
"188","age","prior","New Yorker",70,75,0.28
"188","age","prior","New Yorker",75,80,0.2
"188","age","prior","New Yorker",80,85,0.08
"188","age","prior","New Yorker",85,NA,0.01
"189","age","prior","new parent",0,5,0
"189","age","prior","new parent",5,10,0.01
"189","age","prior","new parent",10,15,0.13
"189","age","prior","new parent",15,20,0.39
"189","age","prior","new parent",20,25,0.85
"189","age","prior","new parent",25,30,0.74
"189","age","prior","new parent",30,35,0.5
"189","age","prior","new parent",35,40,0.35
"189","age","prior","new parent",40,45,0.2
"189","age","prior","new parent",45,50,0.17
"189","age","prior","new parent",50,55,0.07
"189","age","prior","new parent",55,60,0.01
"189","age","prior","new parent",60,65,0.04
"189","age","prior","new parent",65,70,0.02
"189","age","prior","new parent",70,75,0.02
"189","age","prior","new parent",75,80,0.02
"189","age","prior","new parent",80,85,0.01
"189","age","prior","new parent",85,NA,0.01
"190","age","posterior","college student",0,5,0
"190","age","posterior","college student",5,10,0
"190","age","posterior","college student",10,15,0
"190","age","posterior","college student",15,20,0
"190","age","posterior","college student",20,25,0.33
"190","age","posterior","college student",25,30,0.57
"190","age","posterior","college student",30,35,0.7
"190","age","posterior","college student",35,40,0.83
"190","age","posterior","college student",40,45,0.85
"190","age","posterior","college student",45,50,0.83
"190","age","posterior","college student",50,55,0.74
"190","age","posterior","college student",55,60,0.61
"190","age","posterior","college student",60,65,0.33
"190","age","posterior","college student",65,70,0.25
"190","age","posterior","college student",70,75,0.15
"190","age","posterior","college student",75,80,0
"190","age","posterior","college student",80,85,0
"190","age","posterior","college student",85,NA,0
"191","age","prior","new parent",0,5,0.02
"191","age","prior","new parent",5,10,0.02
"191","age","prior","new parent",10,15,0.05
"191","age","prior","new parent",15,20,0.66
"191","age","prior","new parent",20,25,0.76
"191","age","prior","new parent",25,30,0.83
"191","age","prior","new parent",30,35,0.73
"191","age","prior","new parent",35,40,0.42
"191","age","prior","new parent",40,45,0.27
"191","age","prior","new parent",45,50,0.14
"191","age","prior","new parent",50,55,0.07
"191","age","prior","new parent",55,60,0.05
"191","age","prior","new parent",60,65,0.04
"191","age","prior","new parent",65,70,0.04
"191","age","prior","new parent",70,75,0.04
"191","age","prior","new parent",75,80,0.03
"191","age","prior","new parent",80,85,0
"191","age","prior","new parent",85,NA,0
"192","age","prior","college student",0,5,0
"192","age","prior","college student",5,10,0
"192","age","prior","college student",10,15,0
"192","age","prior","college student",15,20,0.52
"192","age","prior","college student",20,25,0.7
"192","age","prior","college student",25,30,0.39
"192","age","prior","college student",30,35,0.16
"192","age","prior","college student",35,40,0
"192","age","prior","college student",40,45,0
"192","age","prior","college student",45,50,0
"192","age","prior","college student",50,55,0
"192","age","prior","college student",55,60,0
"192","age","prior","college student",60,65,0
"192","age","prior","college student",65,70,0
"192","age","prior","college student",70,75,0
"192","age","prior","college student",75,80,0
"192","age","prior","college student",80,85,0
"192","age","prior","college student",85,NA,0
"193","age","prior","New Yorker",0,5,0.99
"193","age","prior","New Yorker",5,10,0.98
"193","age","prior","New Yorker",10,15,0.98
"193","age","prior","New Yorker",15,20,0.97
"193","age","prior","New Yorker",20,25,0.97
"193","age","prior","New Yorker",25,30,0.97
"193","age","prior","New Yorker",30,35,0.99
"193","age","prior","New Yorker",35,40,0.98
"193","age","prior","New Yorker",40,45,0.98
"193","age","prior","New Yorker",45,50,0.97
"193","age","prior","New Yorker",50,55,0.98
"193","age","prior","New Yorker",55,60,0.97
"193","age","prior","New Yorker",60,65,0.96
"193","age","prior","New Yorker",65,70,1
"193","age","prior","New Yorker",70,75,0.97
"193","age","prior","New Yorker",75,80,0.97
"193","age","prior","New Yorker",80,85,0.97
"193","age","prior","New Yorker",85,NA,0.89
"194","age","posterior","new parent",0,5,0
"194","age","posterior","new parent",5,10,0
"194","age","posterior","new parent",10,15,0
"194","age","posterior","new parent",15,20,0.03
"194","age","posterior","new parent",20,25,0
"194","age","posterior","new parent",25,30,0.18
"194","age","posterior","new parent",30,35,0.23
"194","age","posterior","new parent",35,40,0.27
"194","age","posterior","new parent",40,45,0.27
"194","age","posterior","new parent",45,50,0.31
"194","age","posterior","new parent",50,55,0.75
"194","age","posterior","new parent",55,60,0.84
"194","age","posterior","new parent",60,65,0.87
"194","age","posterior","new parent",65,70,0.2
"194","age","posterior","new parent",70,75,0.22
"194","age","posterior","new parent",75,80,0.14
"194","age","posterior","new parent",80,85,0.05
"194","age","posterior","new parent",85,NA,0
"195","age","posterior","New Yorker",0,5,0.04
"195","age","posterior","New Yorker",5,10,0.06
"195","age","posterior","New Yorker",10,15,0.03
"195","age","posterior","New Yorker",15,20,0.05
"195","age","posterior","New Yorker",20,25,0.05
"195","age","posterior","New Yorker",25,30,0.03
"195","age","posterior","New Yorker",30,35,0.04
"195","age","posterior","New Yorker",35,40,0.04
"195","age","posterior","New Yorker",40,45,0.05
"195","age","posterior","New Yorker",45,50,0.05
"195","age","posterior","New Yorker",50,55,0.26
"195","age","posterior","New Yorker",55,60,0.25
"195","age","posterior","New Yorker",60,65,0.6
"195","age","posterior","New Yorker",65,70,0.61
"195","age","posterior","New Yorker",70,75,0.75
"195","age","posterior","New Yorker",75,80,0.84
"195","age","posterior","New Yorker",80,85,0.83
"195","age","posterior","New Yorker",85,NA,0.95
"196","age","prior","new parent",0,5,0
"196","age","prior","new parent",5,10,0
"196","age","prior","new parent",10,15,0.01
"196","age","prior","new parent",15,20,0.17
"196","age","prior","new parent",20,25,0.37
"196","age","prior","new parent",25,30,0.67
"196","age","prior","new parent",30,35,0.68
"196","age","prior","new parent",35,40,0.41
"196","age","prior","new parent",40,45,0.19
"196","age","prior","new parent",45,50,0.05
"196","age","prior","new parent",50,55,0
"196","age","prior","new parent",55,60,0
"196","age","prior","new parent",60,65,0
"196","age","prior","new parent",65,70,0
"196","age","prior","new parent",70,75,0
"196","age","prior","new parent",75,80,0
"196","age","prior","new parent",80,85,0
"196","age","prior","new parent",85,NA,0
"197","age","posterior","new parent",0,5,0
"197","age","posterior","new parent",5,10,0
"197","age","posterior","new parent",10,15,0
"197","age","posterior","new parent",15,20,0
"197","age","posterior","new parent",20,25,0
"197","age","posterior","new parent",25,30,0.24
"197","age","posterior","new parent",30,35,0.76
"197","age","posterior","new parent",35,40,1
"197","age","posterior","new parent",40,45,0.74
"197","age","posterior","new parent",45,50,0.73
"197","age","posterior","new parent",50,55,0.25
"197","age","posterior","new parent",55,60,0
"197","age","posterior","new parent",60,65,0
"197","age","posterior","new parent",65,70,0
"197","age","posterior","new parent",70,75,0
"197","age","posterior","new parent",75,80,0.01
"197","age","posterior","new parent",80,85,0
"197","age","posterior","new parent",85,NA,0
"198","age","posterior","new parent",0,5,0
"198","age","posterior","new parent",5,10,0
"198","age","posterior","new parent",10,15,0
"198","age","posterior","new parent",15,20,0
"198","age","posterior","new parent",20,25,0
"198","age","posterior","new parent",25,30,0
"198","age","posterior","new parent",30,35,0.11
"198","age","posterior","new parent",35,40,0.16
"198","age","posterior","new parent",40,45,0.27
"198","age","posterior","new parent",45,50,0.31
"198","age","posterior","new parent",50,55,0.51
"198","age","posterior","new parent",55,60,0.59
"198","age","posterior","new parent",60,65,0.7
"198","age","posterior","new parent",65,70,0.71
"198","age","posterior","new parent",70,75,0.55
"198","age","posterior","new parent",75,80,0.37
"198","age","posterior","new parent",80,85,0.25
"198","age","posterior","new parent",85,NA,0.22
"199","age","prior","new parent",0,5,0
"199","age","prior","new parent",5,10,0
"199","age","prior","new parent",10,15,0
"199","age","prior","new parent",15,20,0.24
"199","age","prior","new parent",20,25,0.5
"199","age","prior","new parent",25,30,0.53
"199","age","prior","new parent",30,35,0.54
"199","age","prior","new parent",35,40,0.5
"199","age","prior","new parent",40,45,0.48
"199","age","prior","new parent",45,50,0.39
"199","age","prior","new parent",50,55,0.45
"199","age","prior","new parent",55,60,0.39
"199","age","prior","new parent",60,65,0.36
"199","age","prior","new parent",65,70,0.32
"199","age","prior","new parent",70,75,0.28
"199","age","prior","new parent",75,80,0.23
"199","age","prior","new parent",80,85,0.16
"199","age","prior","new parent",85,NA,0.03
"200","age","prior","college student",0,5,0
"200","age","prior","college student",5,10,0
"200","age","prior","college student",10,15,0
"200","age","prior","college student",15,20,0.91
"200","age","prior","college student",20,25,1
"200","age","prior","college student",25,30,0.85
"200","age","prior","college student",30,35,0.78
"200","age","prior","college student",35,40,0.17
