"workerid","item","bin","UB","LB","rating","condition","exp","slider_total","normed_rating"
32,"headphones",11,66,60,4.53569592694506e-05,"original","06",0.0380091318677996,0.00119331742243437
32,"headphones",12,72,66,4.53569592694506e-05,"original","06",0.0380091318677996,0.00119331742243437
32,"headphones",13,78,72,4.53569592694506e-05,"original","06",0.0380091318677996,0.00119331742243437
32,"headphones",14,84,78,4.53569592694506e-05,"original","06",0.0380091318677996,0.00119331742243437
32,"headphones",15,90,84,4.53569592694506e-05,"original","06",0.0380091318677996,0.00119331742243437
32,"headphones",16,96,90,1.51189864231502e-05,"original","06",0.0380091318677996,0.000397772474144789
32,"headphones",17,102,96,0.00075594932115751,"original","06",0.0380091318677996,0.0198886237072395
32,"headphones",18,108,102,0.00075594932115751,"original","06",0.0380091318677996,0.0198886237072395
32,"headphones",19,114,108,0.00075594932115751,"original","06",0.0380091318677996,0.0198886237072395
32,"headphones",20,120,114,0.00075594932115751,"original","06",0.0380091318677996,0.0198886237072395
32,"headphones",21,126,120,0.00075594932115751,"original","06",0.0380091318677996,0.0198886237072395
32,"headphones",22,132,126,0.00075594932115751,"original","06",0.0380091318677996,0.0198886237072395
32,"headphones",23,138,132,0.00075594932115751,"original","06",0.0380091318677996,0.0198886237072395
32,"headphones",24,144,138,0.00110368600888996,"original","06",0.0380091318677996,0.0290373906125696
32,"headphones",25,150,144,0.00114904296815941,"original","06",0.0380091318677996,0.030230708035004
32,"headphones",26,156,150,0.00113392398173626,"original","06",0.0380091318677996,0.0298329355608592
32,"headphones",27,162,156,0.00114904296815941,"original","06",0.0380091318677996,0.030230708035004
32,"headphones",28,168,162,0.00116416195458256,"original","06",0.0380091318677996,0.0306284805091488
32,"headphones",29,174,168,0.00116416195458256,"original","06",0.0380091318677996,0.0306284805091488
32,"headphones",30,180,174,0.00146654168304557,"original","06",0.0380091318677996,0.0385839299920446
32,"headphones",31,186,180,0.00146654168304557,"original","06",0.0380091318677996,0.0385839299920446
32,"headphones",32,192,186,0.00145142269662242,"original","06",0.0380091318677996,0.0381861575178998
32,"headphones",33,198,192,0.00146654168304557,"original","06",0.0380091318677996,0.0385839299920446
32,"headphones",34,204,198,0.00148166066946872,"original","06",0.0380091318677996,0.0389817024661893
32,"headphones",35,210,204,0.00148166066946872,"original","06",0.0380091318677996,0.0389817024661893
32,"headphones",36,216,210,0.00148166066946872,"original","06",0.0380091318677996,0.0389817024661893
32,"headphones",37,222,216,0.00148166066946872,"original","06",0.0380091318677996,0.0389817024661893
32,"headphones",38,228,222,0.00146654168304557,"original","06",0.0380091318677996,0.0385839299920446
32,"headphones",39,234,228,0.00146654168304557,"original","06",0.0380091318677996,0.0385839299920446
32,"headphones",40,240,234,0.00149677965589187,"original","06",0.0380091318677996,0.0393794749403341
32,"headphones",41,246,240,0.00146654168304557,"original","06",0.0380091318677996,0.0385839299920446
32,"headphones",42,252,246,0.00146654168304557,"original","06",0.0380091318677996,0.0385839299920446
32,"headphones",43,258,252,0.00114904296815941,"original","06",0.0380091318677996,0.030230708035004
32,"headphones",44,264,258,0.00113392398173626,"original","06",0.0380091318677996,0.0298329355608592
32,"headphones",45,270,264,0.00075594932115751,"original","06",0.0380091318677996,0.0198886237072395
32,"headphones",46,276,270,0.00075594932115751,"original","06",0.0380091318677996,0.0198886237072395
32,"headphones",47,282,276,0.00075594932115751,"original","06",0.0380091318677996,0.0198886237072395
32,"headphones",48,288,282,0.000317498714886154,"original","06",0.0380091318677996,0.00835322195704057
32,"headphones",49,294,288,0.000377974660578755,"original","06",0.0380091318677996,0.00994431185361973
32,"headphones",50,300,294,0.000362855674155605,"original","06",0.0380091318677996,0.00954653937947494
32,"headphones",51,306,300,7.5594932115751e-05,"original","06",0.0380091318677996,0.00198886237072395
32,"headphones",52,312,306,4.53569592694506e-05,"original","06",0.0380091318677996,0.00119331742243437
32,"headphones",53,318,312,7.5594932115751e-05,"original","06",0.0380091318677996,0.00198886237072395
32,"headphones",54,324,318,4.53569592694506e-05,"original","06",0.0380091318677996,0.00119331742243437
32,"headphones",55,330,324,6.04759456926008e-05,"original","06",0.0380091318677996,0.00159108989657916
33,"sweater",1,3,0,0,"original","06",0.077033025934223,0
33,"sweater",2,6,3,0,"original","06",0.077033025934223,0
33,"sweater",3,9,6,0,"original","06",0.077033025934223,0
33,"sweater",4,12,9,0,"original","06",0.077033025934223,0
33,"sweater",5,15,12,2.74872527865203e-05,"original","06",0.077033025934223,0.000356824264049955
33,"sweater",6,18,15,0,"original","06",0.077033025934223,0
33,"sweater",7,21,18,0,"original","06",0.077033025934223,0
33,"sweater",8,24,21,0,"original","06",0.077033025934223,0
33,"sweater",9,27,24,0,"original","06",0.077033025934223,0
33,"sweater",10,30,27,0,"original","06",0.077033025934223,0
33,"sweater",11,33,30,8.24617583595607e-05,"original","06",0.077033025934223,0.00107047279214987
33,"sweater",12,36,33,8.24617583595607e-05,"original","06",0.077033025934223,0.00107047279214987
33,"sweater",13,39,36,6.87181319663006e-05,"original","06",0.077033025934223,0.000892060660124888
33,"sweater",14,42,39,8.24617583595607e-05,"original","06",0.077033025934223,0.00107047279214987
33,"sweater",15,45,42,8.24617583595607e-05,"original","06",0.077033025934223,0.00107047279214987
33,"sweater",16,48,45,8.24617583595607e-05,"original","06",0.077033025934223,0.00107047279214987
33,"sweater",17,51,48,8.24617583595607e-05,"original","06",0.077033025934223,0.00107047279214987
33,"sweater",18,54,51,6.87181319663006e-05,"original","06",0.077033025934223,0.000892060660124888
33,"sweater",19,57,54,6.87181319663006e-05,"original","06",0.077033025934223,0.000892060660124888
33,"sweater",20,60,57,8.24617583595607e-05,"original","06",0.077033025934223,0.00107047279214987
33,"sweater",21,63,60,0.000962053847528209,"original","06",0.077033025934223,0.0124888492417484
33,"sweater",22,66,63,0.000989541100314729,"original","06",0.077033025934223,0.0128456735057984
33,"sweater",23,69,66,0.000962053847528209,"original","06",0.077033025934223,0.0124888492417484
33,"sweater",24,72,69,0.000975797473921469,"original","06",0.077033025934223,0.0126672613737734
33,"sweater",25,75,72,0.000989541100314729,"original","06",0.077033025934223,0.0128456735057984
33,"sweater",26,78,75,0.000962053847528209,"original","06",0.077033025934223,0.0124888492417484
33,"sweater",27,81,78,0.00101702835310125,"original","06",0.077033025934223,0.0132024977698483
33,"sweater",28,84,81,0.00103077197949451,"original","06",0.077033025934223,0.0133809099018733
33,"sweater",29,87,84,0.00101702835310125,"original","06",0.077033025934223,0.0132024977698483
33,"sweater",30,90,87,0.00101702835310125,"original","06",0.077033025934223,0.0132024977698483
33,"sweater",31,93,90,0.000948310221134949,"original","06",0.077033025934223,0.0123104371097235
33,"sweater",32,96,93,0.000975797473921469,"original","06",0.077033025934223,0.0126672613737734
33,"sweater",33,99,96,0.000948310221134949,"original","06",0.077033025934223,0.0123104371097235
33,"sweater",34,102,99,0.000934566594741689,"original","06",0.077033025934223,0.0121320249776985
33,"sweater",35,105,102,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",36,108,105,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",37,111,108,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",38,114,111,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",39,117,114,0.00133313176014623,"original","06",0.077033025934223,0.0173059768064228
33,"sweater",40,120,117,0.00136061901293275,"original","06",0.077033025934223,0.0176628010704728
33,"sweater",41,123,120,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",42,126,123,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",43,129,126,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",44,132,129,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",45,135,132,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",46,138,135,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",47,141,138,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",48,144,141,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",49,147,144,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",50,150,147,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",51,153,150,0.00133313176014623,"original","06",0.077033025934223,0.0173059768064228
33,"sweater",52,156,153,0.00134687538653949,"original","06",0.077033025934223,0.0174843889384478
33,"sweater",53,159,156,0.00131938813375297,"original","06",0.077033025934223,0.0171275646743979
33,"sweater",54,162,159,0.00130564450735971,"original","06",0.077033025934223,0.0169491525423729
33,"sweater",55,165,162,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",56,168,165,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",57,171,168,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",58,174,171,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",59,177,174,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",60,180,177,0.00134687538653949,"original","06",0.077033025934223,0.0174843889384478
33,"sweater",61,183,180,0.00136061901293275,"original","06",0.077033025934223,0.0176628010704728
33,"sweater",62,186,183,0.00134687538653949,"original","06",0.077033025934223,0.0174843889384478
33,"sweater",63,189,186,0.00134687538653949,"original","06",0.077033025934223,0.0174843889384478
33,"sweater",64,192,189,0.00134687538653949,"original","06",0.077033025934223,0.0174843889384478
33,"sweater",65,195,192,0.00134687538653949,"original","06",0.077033025934223,0.0174843889384478
33,"sweater",66,198,195,0.00136061901293275,"original","06",0.077033025934223,0.0176628010704728
33,"sweater",67,201,198,0.00136061901293275,"original","06",0.077033025934223,0.0176628010704728
33,"sweater",68,204,201,0.00136061901293275,"original","06",0.077033025934223,0.0176628010704728
33,"sweater",69,207,204,0.00134687538653949,"original","06",0.077033025934223,0.0174843889384478
33,"sweater",70,210,207,0.00136061901293275,"original","06",0.077033025934223,0.0176628010704728
33,"sweater",71,213,210,0.00137436263932601,"original","06",0.077033025934223,0.0178412132024978
33,"sweater",72,216,213,0.00136061901293275,"original","06",0.077033025934223,0.0176628010704728
33,"sweater",73,219,216,0.00136061901293275,"original","06",0.077033025934223,0.0176628010704728
33,"sweater",74,222,219,0.00134687538653949,"original","06",0.077033025934223,0.0174843889384478
33,"sweater",75,225,222,0.00134687538653949,"original","06",0.077033025934223,0.0174843889384478
33,"sweater",76,228,225,0.00133313176014623,"original","06",0.077033025934223,0.0173059768064228
33,"sweater",77,231,228,0.00136061901293275,"original","06",0.077033025934223,0.0176628010704728
33,"sweater",78,234,231,0.00133313176014623,"original","06",0.077033025934223,0.0173059768064228
33,"sweater",79,237,234,0.00134687538653949,"original","06",0.077033025934223,0.0174843889384478
33,"sweater",80,240,237,0.00133313176014623,"original","06",0.077033025934223,0.0173059768064228
34,"sweater",1,3,0,0,"original","06",0.0264839680598123,0
34,"sweater",2,6,3,0,"original","06",0.0264839680598123,0
34,"sweater",3,9,6,0,"original","06",0.0264839680598123,0
34,"sweater",4,12,9,0,"original","06",0.0264839680598123,0
34,"sweater",5,15,12,0,"original","06",0.0264839680598123,0
34,"sweater",6,18,15,0,"original","06",0.0264839680598123,0
34,"sweater",7,21,18,0,"original","06",0.0264839680598123,0
34,"sweater",8,24,21,0,"original","06",0.0264839680598123,0
34,"sweater",9,27,24,0,"original","06",0.0264839680598123,0
34,"sweater",10,30,27,0,"original","06",0.0264839680598123,0
34,"sweater",11,33,30,0,"original","06",0.0264839680598123,0
34,"sweater",12,36,33,0,"original","06",0.0264839680598123,0
34,"sweater",13,39,36,0,"original","06",0.0264839680598123,0
34,"sweater",14,42,39,0,"original","06",0.0264839680598123,0
34,"sweater",15,45,42,0,"original","06",0.0264839680598123,0
34,"sweater",16,48,45,0,"original","06",0.0264839680598123,0
34,"sweater",17,51,48,0,"original","06",0.0264839680598123,0
34,"sweater",18,54,51,0,"original","06",0.0264839680598123,0
34,"sweater",19,57,54,0,"original","06",0.0264839680598123,0
34,"sweater",20,60,57,0,"original","06",0.0264839680598123,0
34,"sweater",21,63,60,0,"original","06",0.0264839680598123,0
34,"sweater",22,66,63,0,"original","06",0.0264839680598123,0
34,"sweater",23,69,66,0,"original","06",0.0264839680598123,0
34,"sweater",24,72,69,0,"original","06",0.0264839680598123,0
34,"sweater",25,75,72,0,"original","06",0.0264839680598123,0
34,"sweater",26,78,75,0,"original","06",0.0264839680598123,0
34,"sweater",27,81,78,0,"original","06",0.0264839680598123,0
34,"sweater",28,84,81,0,"original","06",0.0264839680598123,0
34,"sweater",29,87,84,0,"original","06",0.0264839680598123,0
34,"sweater",30,90,87,0,"original","06",0.0264839680598123,0
34,"sweater",31,93,90,0,"original","06",0.0264839680598123,0
34,"sweater",32,96,93,0.000164923516719121,"original","06",0.0264839680598123,0.00622729631551635
34,"sweater",33,99,96,0.000343590659831503,"original","06",0.0264839680598123,0.0129735339906591
34,"sweater",34,102,99,0.000357334286224763,"original","06",0.0264839680598123,0.0134924753502854
34,"sweater",35,105,102,0.000371077912618023,"original","06",0.0264839680598123,0.0140114167099118
34,"sweater",36,108,105,0.000398565165404544,"original","06",0.0264839680598123,0.0150492994291645
34,"sweater",37,111,108,0.000426052418191064,"original","06",0.0264839680598123,0.0160871821484172
34,"sweater",38,114,111,0.000439796044584324,"original","06",0.0264839680598123,0.0166061235080436
34,"sweater",39,117,114,0.000453539670977584,"original","06",0.0264839680598123,0.01712506486767
34,"sweater",40,120,117,0.000563488682123665,"original","06",0.0264839680598123,0.0212765957446808
34,"sweater",41,123,120,0.000494770550157364,"original","06",0.0264839680598123,0.018681888946549
34,"sweater",42,126,123,0.000590975934910185,"original","06",0.0264839680598123,0.0223144784639336
34,"sweater",43,129,126,0.000645950440483226,"original","06",0.0264839680598123,0.024390243902439
34,"sweater",44,132,129,0.000687181319663006,"original","06",0.0264839680598123,0.0259470679813181
34,"sweater",45,135,132,0.000687181319663006,"original","06",0.0264839680598123,0.0259470679813181
34,"sweater",46,138,135,0.000687181319663006,"original","06",0.0264839680598123,0.0259470679813181
34,"sweater",47,141,138,0.000755899451629307,"original","06",0.0264839680598123,0.0285417747794499
34,"sweater",48,144,141,0.000810873957202347,"original","06",0.0264839680598123,0.0306175402179554
34,"sweater",49,147,144,0.000810873957202347,"original","06",0.0264839680598123,0.0306175402179554
34,"sweater",50,150,147,0.000838361209988868,"original","06",0.0264839680598123,0.0316554229372081
34,"sweater",51,153,150,0.00101702835310125,"original","06",0.0264839680598123,0.0384016606123508
34,"sweater",52,156,153,0.00105825923228103,"original","06",0.0264839680598123,0.0399584846912299
34,"sweater",53,159,156,0.00107200285867429,"original","06",0.0264839680598123,0.0404774260508562
34,"sweater",54,162,159,0.00105825923228103,"original","06",0.0264839680598123,0.0399584846912299
34,"sweater",55,165,162,0.00109949011146081,"original","06",0.0264839680598123,0.041515308770109
34,"sweater",56,168,165,0.00107200285867429,"original","06",0.0264839680598123,0.0404774260508562
34,"sweater",57,171,168,0.00108574648506755,"original","06",0.0264839680598123,0.0409963674104826
34,"sweater",58,174,171,0.00104451560588777,"original","06",0.0264839680598123,0.0394395433316035
34,"sweater",59,177,174,0.000962053847528209,"original","06",0.0264839680598123,0.0363258951738454
34,"sweater",60,180,177,0.000865848462775388,"original","06",0.0264839680598123,0.0326933056564608
34,"sweater",61,183,180,0.000824617583595608,"original","06",0.0264839680598123,0.0311364815775817
34,"sweater",62,186,183,0.000687181319663006,"original","06",0.0264839680598123,0.0259470679813181
34,"sweater",63,189,186,0.000508514176550625,"original","06",0.0264839680598123,0.0192008303061754
34,"sweater",64,192,189,0.000522257802943885,"original","06",0.0264839680598123,0.0197197716658018
34,"sweater",65,195,192,0.000467283297370844,"original","06",0.0264839680598123,0.0176440062272963
34,"sweater",66,198,195,0.000398565165404544,"original","06",0.0264839680598123,0.0150492994291645
34,"sweater",67,201,198,0.000412308791797804,"original","06",0.0264839680598123,0.0155682407887909
34,"sweater",68,204,201,0.000426052418191064,"original","06",0.0264839680598123,0.0160871821484172
34,"sweater",69,207,204,0.000467283297370844,"original","06",0.0264839680598123,0.0176440062272963
34,"sweater",70,210,207,0.000426052418191064,"original","06",0.0264839680598123,0.0160871821484172
34,"sweater",71,213,210,0.000261128901471942,"original","06",0.0264839680598123,0.00985988583290088
34,"sweater",72,216,213,0.000219898022292162,"original","06",0.0264839680598123,0.0083030617540218
34,"sweater",73,219,216,0,"original","06",0.0264839680598123,0
34,"sweater",74,222,219,0,"original","06",0.0264839680598123,0
34,"sweater",75,225,222,0,"original","06",0.0264839680598123,0
34,"sweater",76,228,225,0,"original","06",0.0264839680598123,0
34,"sweater",77,231,228,0,"original","06",0.0264839680598123,0
34,"sweater",78,234,231,0,"original","06",0.0264839680598123,0
34,"sweater",79,237,234,0,"original","06",0.0264839680598123,0
34,"sweater",80,240,237,0,"original","06",0.0264839680598123,0
35,"sweater",1,3,0,0,"original","06",0.0622861148142549,0
35,"sweater",2,6,3,0,"original","06",0.0622861148142549,0
35,"sweater",3,9,6,0,"original","06",0.0622861148142549,0
35,"sweater",4,12,9,0,"original","06",0.0622861148142549,0
35,"sweater",5,15,12,2.74872527865203e-05,"original","06",0.0622861148142549,0.000441306266548985
35,"sweater",6,18,15,2.74872527865203e-05,"original","06",0.0622861148142549,0.000441306266548985
35,"sweater",7,21,18,2.74872527865203e-05,"original","06",0.0622861148142549,0.000441306266548985
35,"sweater",8,24,21,4.12308791797804e-05,"original","06",0.0622861148142549,0.000661959399823477
35,"sweater",9,27,24,1.37436263932601e-05,"original","06",0.0622861148142549,0.000220653133274493
35,"sweater",10,30,27,2.74872527865203e-05,"original","06",0.0622861148142549,0.000441306266548985
35,"sweater",11,33,30,0,"original","06",0.0622861148142549,0
35,"sweater",12,36,33,0,"original","06",0.0622861148142549,0
35,"sweater",13,39,36,0,"original","06",0.0622861148142549,0
35,"sweater",14,42,39,0,"original","06",0.0622861148142549,0
35,"sweater",15,45,42,0,"original","06",0.0622861148142549,0
35,"sweater",16,48,45,0,"original","06",0.0622861148142549,0
35,"sweater",17,51,48,0,"original","06",0.0622861148142549,0
35,"sweater",18,54,51,0,"original","06",0.0622861148142549,0
35,"sweater",19,57,54,0,"original","06",0.0622861148142549,0
35,"sweater",20,60,57,0,"original","06",0.0622861148142549,0
35,"sweater",21,63,60,8.24617583595607e-05,"original","06",0.0622861148142549,0.00132391879964695
35,"sweater",22,66,63,0.000206154395898902,"original","06",0.0622861148142549,0.00330979699911739
35,"sweater",23,69,66,0.000261128901471942,"original","06",0.0622861148142549,0.00419240953221536
35,"sweater",24,72,69,0.000288616154258463,"original","06",0.0622861148142549,0.00463371579876434
35,"sweater",25,75,72,0.000384821539011284,"original","06",0.0622861148142549,0.00617828773168579
35,"sweater",26,78,75,0.000439796044584324,"original","06",0.0622861148142549,0.00706090026478376
35,"sweater",27,81,78,0.000467283297370844,"original","06",0.0622861148142549,0.00750220653133275
35,"sweater",28,84,81,0.000467283297370844,"original","06",0.0622861148142549,0.00750220653133275
35,"sweater",29,87,84,0.000549745055730405,"original","06",0.0622861148142549,0.0088261253309797
35,"sweater",30,90,87,0.000549745055730405,"original","06",0.0622861148142549,0.0088261253309797
35,"sweater",31,93,90,0.000687181319663006,"original","06",0.0622861148142549,0.0110326566637246
35,"sweater",32,96,93,0.000769643078022567,"original","06",0.0622861148142549,0.0123565754633716
35,"sweater",33,99,96,0.000769643078022567,"original","06",0.0622861148142549,0.0123565754633716
35,"sweater",34,102,99,0.000824617583595608,"original","06",0.0622861148142549,0.0132391879964696
35,"sweater",35,105,102,0.000879592089168648,"original","06",0.0622861148142549,0.0141218005295675
35,"sweater",36,108,105,0.000948310221134949,"original","06",0.0622861148142549,0.01522506619594
35,"sweater",37,111,108,0.00107200285867429,"original","06",0.0622861148142549,0.0172109443954104
35,"sweater",38,114,111,0.00112697736424733,"original","06",0.0622861148142549,0.0180935569285084
35,"sweater",39,117,114,0.00112697736424733,"original","06",0.0622861148142549,0.0180935569285084
35,"sweater",40,120,117,0.00115446461703385,"original","06",0.0622861148142549,0.0185348631950574
35,"sweater",41,123,120,0.00127815725457319,"original","06",0.0622861148142549,0.0205207413945278
35,"sweater",42,126,123,0.00120943912260689,"original","06",0.0622861148142549,0.0194174757281553
35,"sweater",43,129,126,0.00125067000178667,"original","06",0.0622861148142549,0.0200794351279788
35,"sweater",44,132,129,0.00125067000178667,"original","06",0.0622861148142549,0.0200794351279788
35,"sweater",45,135,132,0.00125067000178667,"original","06",0.0622861148142549,0.0200794351279788
35,"sweater",46,138,135,0.00125067000178667,"original","06",0.0622861148142549,0.0200794351279788
35,"sweater",47,141,138,0.00125067000178667,"original","06",0.0622861148142549,0.0200794351279788
35,"sweater",48,144,141,0.00127815725457319,"original","06",0.0622861148142549,0.0205207413945278
35,"sweater",49,147,144,0.00129190088096645,"original","06",0.0622861148142549,0.0207413945278023
35,"sweater",50,150,147,0.00130564450735971,"original","06",0.0622861148142549,0.0209620476610768
35,"sweater",51,153,150,0.00127815725457319,"original","06",0.0622861148142549,0.0205207413945278
35,"sweater",52,156,153,0.00129190088096645,"original","06",0.0622861148142549,0.0207413945278023
35,"sweater",53,159,156,0.00127815725457319,"original","06",0.0622861148142549,0.0205207413945278
35,"sweater",54,162,159,0.00126441362817993,"original","06",0.0622861148142549,0.0203000882612533
35,"sweater",55,165,162,0.00129190088096645,"original","06",0.0622861148142549,0.0207413945278023
35,"sweater",56,168,165,0.00127815725457319,"original","06",0.0622861148142549,0.0205207413945278
35,"sweater",57,171,168,0.00127815725457319,"original","06",0.0622861148142549,0.0205207413945278
35,"sweater",58,174,171,0.00125067000178667,"original","06",0.0622861148142549,0.0200794351279788
35,"sweater",59,177,174,0.00129190088096645,"original","06",0.0622861148142549,0.0207413945278023
35,"sweater",60,180,177,0.00123692637539341,"original","06",0.0622861148142549,0.0198587819947043
35,"sweater",61,183,180,0.00129190088096645,"original","06",0.0622861148142549,0.0207413945278023
35,"sweater",62,186,183,0.00130564450735971,"original","06",0.0622861148142549,0.0209620476610768
35,"sweater",63,189,186,0.00126441362817993,"original","06",0.0622861148142549,0.0203000882612533
35,"sweater",64,192,189,0.00126441362817993,"original","06",0.0622861148142549,0.0203000882612533
35,"sweater",65,195,192,0.00126441362817993,"original","06",0.0622861148142549,0.0203000882612533
35,"sweater",66,198,195,0.00129190088096645,"original","06",0.0622861148142549,0.0207413945278023
35,"sweater",67,201,198,0.00129190088096645,"original","06",0.0622861148142549,0.0207413945278023
35,"sweater",68,204,201,0.00131938813375297,"original","06",0.0622861148142549,0.0211827007943513
35,"sweater",69,207,204,0.00122318274900015,"original","06",0.0622861148142549,0.0196381288614298
35,"sweater",70,210,207,0.00122318274900015,"original","06",0.0622861148142549,0.0196381288614298
35,"sweater",71,213,210,0.00120943912260689,"original","06",0.0622861148142549,0.0194174757281553
35,"sweater",72,216,213,0.00107200285867429,"original","06",0.0622861148142549,0.0172109443954104
35,"sweater",73,219,216,0.00107200285867429,"original","06",0.0622861148142549,0.0172109443954104
35,"sweater",74,222,219,0.00108574648506755,"original","06",0.0622861148142549,0.0174315975286849
35,"sweater",75,225,222,0.00108574648506755,"original","06",0.0622861148142549,0.0174315975286849
35,"sweater",76,228,225,0.00108574648506755,"original","06",0.0622861148142549,0.0174315975286849
35,"sweater",77,231,228,0.00108574648506755,"original","06",0.0622861148142549,0.0174315975286849
35,"sweater",78,234,231,0.00105825923228103,"original","06",0.0622861148142549,0.0169902912621359
35,"sweater",79,237,234,0.00108574648506755,"original","06",0.0622861148142549,0.0174315975286849
35,"sweater",80,240,237,0.00112697736424733,"original","06",0.0622861148142549,0.0180935569285084
36,"sweater",1,3,0,1.37436263932601e-05,"original","06",0.0102252580365855,0.00134408602150538
36,"sweater",2,6,3,0,"original","06",0.0102252580365855,0
36,"sweater",3,9,6,4.12308791797804e-05,"original","06",0.0102252580365855,0.00403225806451613
36,"sweater",4,12,9,1.37436263932601e-05,"original","06",0.0102252580365855,0.00134408602150538
36,"sweater",5,15,12,5.49745055730405e-05,"original","06",0.0102252580365855,0.00537634408602151
36,"sweater",6,18,15,1.37436263932601e-05,"original","06",0.0102252580365855,0.00134408602150538
36,"sweater",7,21,18,4.12308791797804e-05,"original","06",0.0102252580365855,0.00403225806451613
36,"sweater",8,24,21,0.000164923516719121,"original","06",0.0102252580365855,0.0161290322580645
36,"sweater",9,27,24,0.000302359780651723,"original","06",0.0102252580365855,0.0295698924731183
36,"sweater",10,30,27,0.000329847033438243,"original","06",0.0102252580365855,0.032258064516129
36,"sweater",11,33,30,0.000316103407044983,"original","06",0.0102252580365855,0.0309139784946237
36,"sweater",12,36,33,0.000508514176550625,"original","06",0.0102252580365855,0.0497311827956989
36,"sweater",13,39,36,0.000687181319663006,"original","06",0.0102252580365855,0.0672043010752688
36,"sweater",14,42,39,0.000687181319663006,"original","06",0.0102252580365855,0.0672043010752688
36,"sweater",15,45,42,0.000810873957202347,"original","06",0.0102252580365855,0.0793010752688172
36,"sweater",16,48,45,0.000810873957202347,"original","06",0.0102252580365855,0.0793010752688172
36,"sweater",17,51,48,0.000989541100314729,"original","06",0.0102252580365855,0.0967741935483871
36,"sweater",18,54,51,0.00108574648506755,"original","06",0.0102252580365855,0.106182795698925
36,"sweater",19,57,54,0.000316103407044983,"original","06",0.0102252580365855,0.0309139784946237
36,"sweater",20,60,57,0.000302359780651723,"original","06",0.0102252580365855,0.0295698924731183
36,"sweater",21,63,60,1.37436263932601e-05,"original","06",0.0102252580365855,0.00134408602150538
36,"sweater",22,66,63,1.37436263932601e-05,"original","06",0.0102252580365855,0.00134408602150538
36,"sweater",23,69,66,5.49745055730405e-05,"original","06",0.0102252580365855,0.00537634408602151
36,"sweater",24,72,69,5.49745055730405e-05,"original","06",0.0102252580365855,0.00537634408602151
36,"sweater",25,75,72,8.24617583595607e-05,"original","06",0.0102252580365855,0.00806451612903226
36,"sweater",26,78,75,6.87181319663006e-05,"original","06",0.0102252580365855,0.00672043010752688
36,"sweater",27,81,78,4.12308791797804e-05,"original","06",0.0102252580365855,0.00403225806451613
36,"sweater",28,84,81,4.12308791797804e-05,"original","06",0.0102252580365855,0.00403225806451613
36,"sweater",29,87,84,9.62053847528209e-05,"original","06",0.0102252580365855,0.00940860215053764
36,"sweater",30,90,87,0,"original","06",0.0102252580365855,0
36,"sweater",31,93,90,0.000109949011146081,"original","06",0.0102252580365855,0.010752688172043
36,"sweater",32,96,93,5.49745055730405e-05,"original","06",0.0102252580365855,0.00537634408602151
36,"sweater",33,99,96,8.24617583595607e-05,"original","06",0.0102252580365855,0.00806451612903226
36,"sweater",34,102,99,4.12308791797804e-05,"original","06",0.0102252580365855,0.00403225806451613
36,"sweater",35,105,102,6.87181319663006e-05,"original","06",0.0102252580365855,0.00672043010752688
36,"sweater",36,108,105,8.24617583595607e-05,"original","06",0.0102252580365855,0.00806451612903226
36,"sweater",37,111,108,4.12308791797804e-05,"original","06",0.0102252580365855,0.00403225806451613
36,"sweater",38,114,111,5.49745055730405e-05,"original","06",0.0102252580365855,0.00537634408602151
36,"sweater",39,117,114,0.000109949011146081,"original","06",0.0102252580365855,0.010752688172043
36,"sweater",40,120,117,6.87181319663006e-05,"original","06",0.0102252580365855,0.00672043010752688
36,"sweater",41,123,120,6.87181319663006e-05,"original","06",0.0102252580365855,0.00672043010752688
36,"sweater",42,126,123,4.12308791797804e-05,"original","06",0.0102252580365855,0.00403225806451613
36,"sweater",43,129,126,4.12308791797804e-05,"original","06",0.0102252580365855,0.00403225806451613
36,"sweater",44,132,129,5.49745055730405e-05,"original","06",0.0102252580365855,0.00537634408602151
